Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Fisioclin Centro De Hidroterapia E Fisioterapia Especializad,Saúde,Clínica,Arujá,Aruja Center Ville,"Fisioclin Centro De Hidroterapia E Fisioterapia Especializad, 364, Aruja Center Ville, Aruja, Sp",(11) 4753-2611,,fisioclinitaqua@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Fisioclin+Centro+De+Hidroterapia+E+Fisioterapia+Especializad+FISIOCLIN+CENTRO+DE+HIDROTERAPIA+E+FISIOTERAPIA+ESPECIALIZAD%2C+364%2C+ARUJA+CENTER+VILLE%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503904565703; CNES 4565703; CNPJ 04946100000247; site oficial/redes não coletados nesta fonte
Hospital E Maternidade Ipiranga Aruja Unidade Avancada,Saúde,Maternidade,Arujá,Jardim Modelo,"Esho Empresa De Servicos Hospitalares S A, 208, Jardim Modelo, Aruja, Sp",(21) 3805-1000,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+E+Maternidade+Ipiranga+Aruja+Unidade+Avancada+ESHO+EMPRESA+DE+SERVICOS+HOSPITALARES+S+A%2C+208%2C+JARDIM+MODELO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503906935192; CNES 6935192; CNPJ 29435005009509; site oficial/redes não coletados nesta fonte
Ks Fisioterapia Ltda Aruja,Saúde,Clínica,Arujá,Jd Rincao,"Ks Fisioterapia Ltda, 51, Jd Rincao, Aruja, Sp",(11) 4563-2036,,ksfisioterapia@uol.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Ks+Fisioterapia+Ltda+Aruja+KS+FISIOTERAPIA+LTDA%2C+51%2C+JD+RINCAO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503903448150; CNES 3448150; CNPJ 05856624000129; site oficial/redes não coletados nesta fonte
Jm600 Servicos Medicos Ltda,Saúde,Clínica,Arujá,Centro,"Jm600 Servicos Medicos Ltda, 600, Centro, Aruja, Sp",(11) 46858-1081,,bruno@ekoconstrutora.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Jm600+Servicos+Medicos+Ltda+JM600+SERVICOS+MEDICOS+LTDA%2C+600%2C+CENTRO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503909800425; CNES 9800425; CNPJ 27503967000142; site oficial/redes não coletados nesta fonte
Laboratorio Deliberato,Saúde,Clínica,Arujá,Jardim Fazenda Rinca,"Diagnosticos Da America S A, 1111, Jardim Fazenda Rinca, Aruja, Sp",(11) 2630-3000,,tributario@dasa.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Laboratorio+Deliberato+DIAGNOSTICOS+DA+AMERICA+S+A%2C+1111%2C+JARDIM+FAZENDA+RINCA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503905660920; CNES 5660920; CNPJ 61486650135941; site oficial/redes não coletados nesta fonte; Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503908068305; CNES 8068305; CNPJ 61486650136751; site oficial/redes não coletados nesta fonte
Laboratorio Deliberato De Analises Clinicas S C Ltda,Saúde,Clínica,Arujá,Vila Flora Regina,"Laboratorio Deliberato De Analises Clinicas Ltda, 59, Vila Flora Regina, Aruja, Sp",(11) 4655-3793,,laboratorio@deliberato.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Laboratorio+Deliberato+De+Analises+Clinicas+S+C+Ltda+LABORATORIO+DELIBERATO+DE+ANALISES+CLINICAS+LTDA%2C+59%2C+VILA+FLORA+REGINA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503903384977; CNES 3384977; CNPJ 51363620000398; site oficial/redes não coletados nesta fonte
Master Fisio,Saúde,Clínica,Arujá,Jardim Rincao,"Centro De Reabilitacao E Condicionamento Fisico Master Fisio, 441, Jardim Rincao, Aruja, Sp",(11) 2887-5069,,master.f.executivos@outlook.com,,,,,https://www.google.com/maps/search/?api=1&query=Master+Fisio+CENTRO+DE+REABILITACAO+E+CONDICIONAMENTO+FISICO+MASTER+FISIO%2C+441%2C+JARDIM+RINCAO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503900078611; CNES 0078611; CNPJ 35133530000192; site oficial/redes não coletados nesta fonte
Moruzzi Radiologia Odontologica,Saúde,Clínica,Arujá,Vila Flora Regina,"Moruzzi Radiologia Odontologica Ltda, 35, Vila Flora Regina, Aruja, Sp",(11) 3975-8517,,ataideguimaraes@uol.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Moruzzi+Radiologia+Odontologica+MORUZZI+RADIOLOGIA+ODONTOLOGICA+LTDA%2C+35%2C+VILA+FLORA+REGINA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503908411891; CNES 8411891; CNPJ 06967529000246; site oficial/redes não coletados nesta fonte
Patricia Prado Estetica E Saude,Saúde,Clínica,Arujá,Vila Flora Regina,"Patricia Prado Estetica E Saude Ltda, 1056, Vila Flora Regina, Aruja, Sp",(11) 8659-3733,,patriciapradoenfe@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Patricia+Prado+Estetica+E+Saude+PATRICIA+PRADO+ESTETICA+E+SAUDE+LTDA%2C+1056%2C+VILA+FLORA+REGINA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503904796306; CNES 4796306; CNPJ 52889520000109; site oficial/redes não coletados nesta fonte
Pam Posto De Atendimento Medico Barreto,Saúde,Clínica,Arujá,Parque Rodrigo Barre,"Prefeitura Municipal De Aruja, 200, Parque Rodrigo Barre, Aruja, Sp",46532707,,saude.ni@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Pam+Posto+De+Atendimento+Medico+Barreto+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+200%2C+PARQUE+RODRIGO+BARRE%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503906628842; CNES 6628842; CNPJ -; site oficial/redes não coletados nesta fonte
Permedica Aruja,Saúde,Clínica,Arujá,Centro,"Permedica Assistencia Medica Ltda, 34, Centro, Aruja, Sp",46534640,,permedica@ig.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Permedica+Aruja+PERMEDICA+ASSISTENCIA+MEDICA+LTDA%2C+34%2C+CENTRO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503906962254; CNES 6962254; CNPJ 03441597000106; site oficial/redes não coletados nesta fonte
Prest Lab,Saúde,Clínica,Arujá,Jardim Renata,"Nascimento Trigo Saude Ltda Me, 400, Jardim Renata, Aruja, Sp",19758056000138,,saude.ni@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Prest+Lab+NASCIMENTO+TRIGO+SAUDE+LTDA+ME%2C+400%2C+JARDIM+RENATA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503909783504; CNES 9783504; CNPJ 19758056000138; site oficial/redes não coletados nesta fonte
Santevie Fisioterapia,Saúde,Clínica,Arujá,Centro,"Santevie Servicos De Fisioterapia Ltda, 600, Centro, Aruja, Sp",(11) 4003-6636,,elorasantos11@outlook.com,,,,,https://www.google.com/maps/search/?api=1&query=Santevie+Fisioterapia+SANTEVIE+SERVICOS+DE+FISIOTERAPIA+LTDA%2C+600%2C+CENTRO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503904759923; CNES 4759923; CNPJ 46930223000159; site oficial/redes não coletados nesta fonte
Saude Livre Vacinas,Saúde,Clínica,Arujá,Vila Pedroso,"Rr Imunizacao Eireli, 1647, Vila Pedroso, Aruja, Sp",(11) 4738-0141,,regina.ronconi@outlook.com,,,,,https://www.google.com/maps/search/?api=1&query=Saude+Livre+Vacinas+RR+IMUNIZACAO+EIRELI%2C+1647%2C+VILA+PEDROSO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503902802570; CNES 2802570; CNPJ 38084766000174; site oficial/redes não coletados nesta fonte
Revitafisio Servicos De Fisioterapia,Saúde,Clínica,Arujá,Aruja Country Club,"Revitafisio Servicos De Fisioterapia Ltda, 965, Aruja Country Club, Aruja, Sp",(11) 4500-9435,,marcela.1007@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Revitafisio+Servicos+De+Fisioterapia+REVITAFISIO+SERVICOS+DE+FISIOTERAPIA+LTDA%2C+965%2C+ARUJA+COUNTRY+CLUB%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503904676165; CNES 4676165; CNPJ 47097069000149; site oficial/redes não coletados nesta fonte
Sensi Fisioterapia,Saúde,Clínica,Arujá,Caputera,"Sensi Fisioterapia Ltda, 965, Caputera, Aruja, Sp",(11) 4748-4436,,rirfisioterapia@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Sensi+Fisioterapia+SENSI+FISIOTERAPIA+LTDA%2C+965%2C+CAPUTERA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503904865227; CNES 4865227; CNPJ 48527723000170; site oficial/redes não coletados nesta fonte
Sistema De Saude Integrado Sao Lucas,Saúde,Clínica,Arujá,Vila Flora Regina,"Sistema De Saude Integrado Sao Lucas, 618, Vila Flora Regina, Aruja, Sp",(11) 4652-4345,,controladoria@cmsaolucas.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Sistema+De+Saude+Integrado+Sao+Lucas+SISTEMA+DE+SAUDE+INTEGRADO+SAO+LUCAS%2C+618%2C+VILA+FLORA+REGINA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503902960818; CNES 2960818; CNPJ 01537809000462; site oficial/redes não coletados nesta fonte
Ubs Central,Saúde,Clínica,Arujá,Jd Modelo,"Prefeitura Municipal, 20, Jd Modelo, Aruja, Sp",(11) 4652-2588,,saude.ubs.central@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Central+PREFEITURA+MUNICIPAL%2C+20%2C+JD+MODELO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503905783089; CNES 5783089; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Fazenda Rincao De Aruja,Saúde,Clínica,Arujá,Caputera,"Prefeitura Municipal De Aruja, 1300, Caputera, Aruja, Sp",(11) 4654-1410,,saude.ubs.fazrincao@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Fazenda+Rincao+De+Aruja+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+1300%2C+CAPUTERA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503909001808; CNES 9001808; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Vila Pilar,Saúde,Clínica,Arujá,Vila Pilar,"Prefeitura Municipal De Aruja, 230, Vila Pilar, Aruja, Sp",(11) 4653-3500,,pma.pilar@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Vila+Pilar+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+230%2C+VILA+PILAR%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503902773228; CNES 2773228; CNPJ -; site oficial/redes não coletados nesta fonte
Unidade Movel,Saúde,Clínica,Arujá,Centro Residencial,"Prefeitura Municipal De Aruja, 231, Centro Residencial, Aruja, Sp",(11) 4655-2871,,saude.ni@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+Movel+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+231%2C+CENTRO+RESIDENCIAL%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503902718898; CNES 2718898; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Nova Aruja,Saúde,Clínica,Arujá,Cidade Nova Aruja,"Prefeitura Municipal De Aruja, 310, Cidade Nova Aruja, Aruja, Sp",(11) 4653-2068,,saude.ubs.novaaruja@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Nova+Aruja+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+310%2C+CIDADE+NOVA+ARUJA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503903044114; CNES 3044114; CNPJ -; site oficial/redes não coletados nesta fonte
Unineuro Medicos Associados,Saúde,Clínica,Arujá,Barbosas,"Unineuro Medicos Associados Ltda, 495, Barbosas, Aruja, Sp",(11) 3834-9460,,adm@ghccontabilidade.com,,,,,https://www.google.com/maps/search/?api=1&query=Unineuro+Medicos+Associados+UNINEURO+MEDICOS+ASSOCIADOS+LTDA%2C+495%2C+BARBOSAS%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503908397201; CNES 8397201; CNPJ 49354376000436; site oficial/redes não coletados nesta fonte
Usf Barreto Aruja,Saúde,Clínica,Arujá,Centro Residencial,"Prefeitura Municipal De Aruja, 231, Centro Residencial, Aruja, Sp",(11) 4655-4010,,saude.ubs.barreto@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Barreto+Aruja+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+231%2C+CENTRO+RESIDENCIAL%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503902773856; CNES 2773856; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Jardim Emilia,Saúde,Clínica,Arujá,Jardim Emilia,"Prefeitura Municipal De Aruja, 390, Jardim Emilia, Aruja, Sp",(11) 4652-6900,,saude.ubs.emilia@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Jardim+Emilia+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+390%2C+JARDIM+EMILIA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503902059304; CNES 2059304; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Mirante,Saúde,Clínica,Arujá,Jardim Pinheiro,"Prefeitura Municipal De Aruja, 712, Jardim Pinheiro, Aruja, Sp",(11) 4653-3300,,saude.ubs.mirante@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Mirante+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+712%2C+JARDIM+PINHEIRO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503902773848; CNES 2773848; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Jardim Real,Saúde,Clínica,Arujá,Jardim Real,"Prefeitura Municipal De Aruja, 675, Jardim Real, Aruja, Sp",(11) 4651-3147,,saude.ubs.jdreal@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Jardim+Real+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+675%2C+JARDIM+REAL%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503907047088; CNES 7047088; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Professor Joao Olimpio Neto,Saúde,Clínica,Suzano,Parque Residencial C,"Prefeitura Municipal De Suzano, 837, Parque Residencial C, Suzano, Sp",(11) 4741-4560,,ubscasabranca@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Professor+Joao+Olimpio+Neto+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+837%2C+PARQUE+RESIDENCIAL+C%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773414; CNES 2773414; CNPJ -; site oficial/redes não coletados nesta fonte
Escola Senai Hermenegildo Campos Almeida,Escola,Escola,Guarulhos,Maia,"Avenida Doutor Renato de Andrade Maia, 601, Maia, Guarulhos, SP",+55 11 2461 6750,,,https://guarulhos.sp.senai.br/,,,,https://www.google.com/maps/search/?api=1&query=Escola+Senai+Hermenegildo+Campos+Almeida+Avenida+Doutor+Renato+de+Andrade+Maia%2C+601%2C+Maia%2C+Guarulhos%2C+SP,,,sem informação,45,Prioridade Baixa,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Clarice Lispector,Escola,Escola,Guarulhos,Torres Tibagy,"Rua Miguel Biondi, 222, Torres Tibagy, Guarulhos, SP",+55 11 2459-2627,,,https://www.educacao.sp.gov.br/cgrh/escolas/clarice-lispector/,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Clarice+Lispector+Rua+Miguel+Biondi%2C+222%2C+Torres+Tibagy%2C+Guarulhos%2C+SP,,,sem informação,45,Prioridade Baixa,tem site; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo - Campus Guarulhos",Escola,Escola,Guarulhos,Vila Rio,"Avenida Salgado Filho, 3501, Vila Rio, Guarulhos, SP",+55 11 2304 4251,,,http://portal.ifspguarulhos.edu.br/,,,,https://www.google.com/maps/search/?api=1&query=Instituto+Federal+de+Educa%C3%A7%C3%A3o%2C+Ci%C3%AAncia+e+Tecnologia+de+S%C3%A3o+Paulo+-+Campus+Guarulhos+Avenida+Salgado+Filho%2C+3501%2C+Vila+Rio%2C+Guarulhos%2C+SP,,,sem informação,45,Prioridade Baixa,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clinica Médica São João,Saúde,Clínica,Guarulhos,São João,"Rua Lagoa de Dentro, São João, Guarulhos, SP",+55 11 2229 2930,,,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+M%C3%A9dica+S%C3%A3o+Jo%C3%A3o+Rua+Lagoa+de+Dentro%2C+S%C3%A3o+Jo%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: private; nota/avaliacoes Google nao coletadas nesta fonte; sem site encontrado na fonte publica; redes sociais nao localizadas; operador: private; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professora Maria Rodrigues Gonçalves,Escola,Escola,Mogi das Cruzes,Jardim Maricá,"Rua Pedro Alvares Cabral, 1, Jardim Maricá, Mogi das Cruzes, SP",+55 11 4790 5262,,E006836a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professora+Maria+Rodrigues+Gon%C3%A7alves+Rua+Pedro+Alvares+Cabral%2C+1%2C+Jardim+Maric%C3%A1%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Padre Bernardo Murphy,Escola,Escola,Mogi das Cruzes,Rio Acima,"Rua Treze, 100, Rio Acima, Mogi das Cruzes, SP",+55 11 4797 2178,,e079900a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Padre+Bernardo+Murphy+Rua+Treze%2C+100%2C+Rio+Acima%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Firmino Ladeira,Escola,Escola,Mogi das Cruzes,Mogi Moderno,"Avenida Brasil, 840, Mogi Moderno, Mogi das Cruzes, SP",+55 11 4796 2789,,e006725a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Firmino+Ladeira+Avenida+Brasil%2C+840%2C+Mogi+Moderno%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Francisco de Souza Mello,Escola,Escola,Mogi das Cruzes,Vila São Paulo,"Rua Aurora, 180, Vila São Paulo, Mogi das Cruzes, SP",+55 11 4792 7166,,e006701a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Francisco+de+Souza+Mello+Rua+Aurora%2C+180%2C+Vila+S%C3%A3o+Paulo%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professora Florisa Faustino Pinto,Escola,Escola,Mogi das Cruzes,Porteira Preta,"Rua Europa, 20, Porteira Preta, Mogi das Cruzes, SP",+55 11 4727 1976,,em.faustino@se-pmmc.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professora+Florisa+Faustino+Pinto+Rua+Europa%2C+20%2C+Porteira+Preta%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Benedito de Souza Lima,Escola,Escola,Mogi das Cruzes,Taiaçupeba,"Rua Guararema, 138, Taiaçupeba, Mogi das Cruzes, SP",+55 11 4724 0416,,e006841a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Benedito+de+Souza+Lima+Rua+Guararema%2C+138%2C+Taia%C3%A7upeba%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual José Ribeiro Guimarães,Escola,Escola,Mogi das Cruzes,Vila São Paulo,"Rua Independencia, Vila São Paulo, Mogi das Cruzes, SP",+55 11 4761 7045,,e916961a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Jos%C3%A9+Ribeiro+Guimar%C3%A3es+Rua+Independencia%2C+Vila+S%C3%A3o+Paulo%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Alzira Fernandes Scungisqui,Escola,Escola,Mogi das Cruzes,Jardim Aracy,"Rua Joaquim Rama Forte, 115, Jardim Aracy, Mogi das Cruzes, SP",+55 11 4790 5185,,e921063a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Alzira+Fernandes+Scungisqui+Rua+Joaquim+Rama+Forte%2C+115%2C+Jardim+Aracy%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Paulo Ferrari Massaro,Escola,Escola,Mogi das Cruzes,Jundiapeba,"Rua Alexandre Andreotti, 400, Jundiapeba, Mogi das Cruzes, SP",+55 11 4727 1792,,e035543a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Paulo+Ferrari+Massaro+Rua+Alexandre+Andreotti%2C+400%2C+Jundiapeba%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,45,Prioridade Baixa,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
